job_id,start_time,duration_sec,arrival_time_scaled,cpu_percent,estimated_temp_raw,estimated_temp_smoothed,memory_requested_MB,action_id,action_name,deadline_sec,elapsed_sec,sla_violation,migration_cost,reward
182,18:37:45,44.0,3.8000000000000003,0.0,40.0,51.44,1024.0,3,idle,52.8,8.217579364776611,0,102.4,-5.2464
16,18:37:54,25.0,3.9000000000000004,0.0,40.0,47.321600000000004,512.0,0,allocate,30.0,8.05756402015686,0,0.0,-4.73216
338,18:38:02,25.0,3.9000000000000004,0.0,40.0,44.685824000000004,1024.0,3,idle,30.0,8.457714319229126,0,102.4,-4.570982400000001
18,18:38:10,33.0,4.0,50.0,65.0,47.99892736,256.0,1,migrate,39.6,8.748964548110962,0,25.6,-4.825492736
341,18:38:19,58.0,4.0,0.0,40.0,47.119313510400005,256.0,3,idle,69.6,8.180893421173096,0,25.6,-4.73753135104
21,18:38:27,32.0,4.0,0.0,40.0,44.556360646656,2048.0,0,allocate,38.4,8.102341890335083,0,0.0,-4.4556360646656
199,18:38:36,26.0,4.0,0.0,40.0,42.91607081385984,256.0,3,idle,31.2,8.270987510681152,0,25.6,-4.317207081385984
383,18:38:44,40.0,4.1000000000000005,0.0,40.0,41.8662853208703,256.0,3,idle,48.0,8.091973066329956,0,25.6,-4.21222853208703
415,18:38:52,42.0,4.1000000000000005,0.0,40.0,41.194422605357,1024.0,0,allocate,50.4,8.20151138305664,0,0.0,-4.1194422605357
162,18:39:01,45.0,4.1000000000000005,6.2,43.1,41.38443046742849,2048.0,0,allocate,54.0,8.124213457107544,0,0.0,-4.138443046742849
145,18:39:09,52.0,4.2,0.0,40.0,42.22203549915424,256.0,0,allocate,62.4,8.147608280181885,0,0.0,-4.222203549915424
403,18:39:17,40.0,4.3,0.0,40.0,41.422102719458714,4096.0,3,idle,48.0,8.906663417816162,0,409.6,-4.551810271945872
349,18:39:26,32.0,4.3,0.0,40.0,40.91014574045358,2048.0,3,idle,38.4,8.254671335220337,0,204.8,-4.295814574045358
169,18:39:34,9.0,4.3,0.0,40.0,40.58249327389029,2048.0,2,scale,10.799999999999999,7.9834136962890625,0,204.8,-4.263049327389029
14,18:39:43,38.0,4.3,0.0,40.0,40.37279569528979,2048.0,3,idle,45.6,8.062105655670166,0,204.8,-4.242079569528979
257,18:39:51,38.0,4.4,0.0,40.0,40.23858924498547,1024.0,0,allocate,45.6,8.073508262634277,0,0.0,-4.023858924498547
287,18:39:59,55.0,4.4,0.0,40.0,40.1526971167907,512.0,0,allocate,66.0,8.223588228225708,0,0.0,-4.01526971167907
290,18:40:07,31.0,4.5,0.0,40.0,40.09772615474605,256.0,0,allocate,37.199999999999996,8.296392679214478,0,0.0,-4.009772615474605
462,18:40:16,44.0,4.5,0.0,40.0,40.06254473903748,2048.0,2,scale,52.8,8.386393308639526,0,204.8,-4.211054473903747
262,18:40:24,56.0,4.5,0.0,40.0,40.04002863298398,256.0,1,migrate,67.2,8.776185989379883,0,25.6,-4.029602863298399
252,18:40:33,36.0,4.6000000000000005,0.0,40.0,40.025618325109754,256.0,3,idle,43.199999999999996,8.120682716369629,0,25.6,-4.028161832510976
485,18:40:41,15.0,4.6000000000000005,0.0,40.0,40.01639572807024,4096.0,2,scale,18.0,8.23350214958191,0,409.6,-4.411239572807025
487,18:40:50,18.0,4.6000000000000005,0.0,40.0,40.01049326596496,256.0,2,scale,21.599999999999998,7.951871871948242,0,25.6,-4.026649326596496
224,18:40:58,9.0,4.6000000000000005,0.0,40.0,40.00671569021758,512.0,3,idle,10.799999999999999,8.213461875915527,0,51.2,-4.051871569021758
376,18:41:06,57.0,4.6000000000000005,0.0,40.0,40.004298041739254,256.0,3,idle,68.39999999999999,8.047722101211548,0,25.6,-4.026029804173925
22,18:41:14,59.0,4.7,0.0,40.0,40.002750746713126,4096.0,0,allocate,70.8,8.063350677490234,0,0.0,-4.000275074671313
