job_id,start_time,duration_sec,arrival_time_scaled,cpu_percent,estimated_temp_raw,estimated_temp_smoothed,memory_requested_MB,action_id,action_name,deadline_sec,elapsed_sec,sla_violation,migration_cost,reward
31,21:42:02,59.0,7.4,0.0,40.0,53.32,256.0,3,idle,70.8,8.23771619796753,0,25.6,-5.357600000000001
106,21:42:10,22.0,7.4,100.0,90.0,58.524800000000006,256.0,3,idle,26.4,9.986112833023071,0,25.6,-5.878080000000001
412,21:42:20,7.0,7.4,50.0,65.0,64.855872,512.0,0,allocate,8.4,10.683316707611084,1,0.0,-8.485587200000001
51,21:42:31,53.0,7.4,56.2,68.1,65.83175808000001,2048.0,0,allocate,63.599999999999994,11.194166421890259,0,0.0,-6.583175808000002
172,21:42:42,47.0,7.6000000000000005,26.7,53.35,63.202325171200016,512.0,3,idle,56.4,10.93664813041687,0,51.2,-6.3714325171200015
289,21:42:53,33.0,7.6000000000000005,41.7,60.85,60.867488109568015,512.0,0,allocate,39.6,10.494722366333008,0,0.0,-6.086748810956802
340,21:43:04,6.0,7.7,50.0,65.0,62.09119239012354,4096.0,2,scale,7.199999999999999,10.622546434402466,1,409.6,-8.618719239012353
155,21:43:15,28.0,7.7,100.0,90.0,68.13836312967908,512.0,0,allocate,33.6,11.24070954322815,0,0.0,-6.813836312967908
308,21:43:26,31.0,7.800000000000001,45.0,62.5,70.50855240299461,2048.0,3,idle,37.199999999999996,11.813938856124878,0,204.8,-7.255655240299461
434,21:43:38,25.0,7.800000000000001,69.2,74.6,70.14147353791655,512.0,0,allocate,30.0,11.149844408035278,0,0.0,-7.014147353791656
146,21:43:49,35.0,7.9,15.4,47.7,65.49454306426661,2048.0,2,scale,42.0,9.490829944610596,0,204.8,-6.7542543064266605
274,21:43:59,21.0,8.1,26.7,53.35,61.48250756113064,1024.0,0,allocate,25.2,9.786498785018921,0,0.0,-6.148250756113065
366,21:44:09,17.0,8.1,18.8,49.4,57.62880483912362,1024.0,0,allocate,20.4,9.579687595367432,0,0.0,-5.762880483912362
255,21:44:18,35.0,8.1,25.0,52.5,55.11843509703912,1024.0,2,scale,42.0,9.28062629699707,0,102.4,-5.614243509703912
439,21:44:28,44.0,8.1,18.8,49.4,53.15579846210504,4096.0,2,scale,52.8,10.077398777008057,0,409.6,-5.725179846210504
249,21:44:38,12.0,8.200000000000001,69.2,74.6,57.33971101574723,256.0,2,scale,14.399999999999999,10.212114572525024,0,25.6,-5.759571101574723
133,21:44:48,21.0,8.200000000000001,23.5,51.75,57.447415050078234,256.0,3,idle,25.2,10.71524429321289,0,25.6,-5.770341505007823
311,21:44:59,40.0,8.3,25.0,52.5,55.00234563205007,256.0,3,idle,48.0,9.540654182434082,0,25.6,-5.525834563205008
253,21:45:09,11.0,8.5,29.4,54.7,53.87750120451206,4096.0,3,idle,13.2,9.223487854003906,0,409.6,-5.797350120451206
227,21:45:18,48.0,8.5,16.7,48.35,53.01560077088772,512.0,0,allocate,57.599999999999994,9.384274959564209,0,0.0,-5.301560077088773
463,21:45:28,26.0,8.5,52.9,66.45,54.95598449336815,2048.0,0,allocate,31.2,9.706177473068237,0,0.0,-5.495598449336815
445,21:45:37,49.0,8.700000000000001,31.2,55.6,56.69183007575562,2048.0,0,allocate,58.8,9.89976954460144,0,0.0,-5.669183007575562
220,21:45:47,18.0,8.700000000000001,40.0,60.0,56.0187712484836,1024.0,0,allocate,21.599999999999998,10.23387098312378,0,0.0,-5.601877124848361
389,21:45:58,22.0,8.8,30.8,55.4,57.028013599029514,512.0,0,allocate,26.4,9.42081880569458,0,0.0,-5.702801359902952
181,21:46:07,49.0,8.8,38.5,59.25,57.571928703378894,512.0,3,idle,58.8,9.434131383895874,0,51.2,-5.808392870337889
94,21:46:17,38.0,8.9,43.8,61.9,59.6260343701625,2048.0,3,idle,45.6,9.990157842636108,0,204.8,-6.16740343701625
280,21:46:27,22.0,8.9,94.1,87.05,65.30666199690401,2048.0,0,allocate,26.4,10.387353658676147,0,0.0,-6.530666199690401
473,21:46:37,58.0,8.9,41.7,60.85,68.36626367801857,256.0,0,allocate,69.6,10.38391399383545,0,0.0,-6.836626367801857
10,21:46:48,57.0,8.9,23.5,51.75,64.5044087539319,2048.0,0,allocate,68.39999999999999,10.424026489257812,0,0.0,-6.45044087539319
369,21:46:58,29.0,9.200000000000001,25.0,52.5,59.518821602516425,256.0,3,idle,34.8,10.017549276351929,0,25.6,-5.977482160251642
270,21:47:09,58.0,9.200000000000001,18.8,49.4,55.70804582561052,4096.0,2,scale,69.6,9.52691102027893,0,409.6,-5.980404582561053
309,21:47:18,48.0,9.200000000000001,12.5,46.25,53.30314932839074,2048.0,3,idle,57.599999999999994,9.334981441497803,0,204.8,-5.535114932839074
84,21:47:28,50.0,9.3,31.2,55.6,54.63401557017008,4096.0,3,idle,60.0,9.678834199905396,0,409.6,-5.873001557017008
346,21:47:37,45.0,9.3,31.2,55.6,54.19776996490886,2048.0,0,allocate,54.0,10.41408658027649,0,0.0,-5.419776996490886
314,21:47:48,42.0,9.4,8.3,44.15,50.58057277754167,4096.0,0,allocate,50.4,9.271516561508179,0,0.0,-5.058057277754167
465,21:47:57,19.0,9.4,29.4,54.7,51.71156657762667,2048.0,0,allocate,22.8,9.753822326660156,0,0.0,-5.171156657762667
219,21:48:07,32.0,9.600000000000001,25.0,52.5,51.99540260968107,512.0,3,idle,38.4,9.20796012878418,0,51.2,-5.250740260968107
183,21:48:16,27.0,9.600000000000001,26.7,53.35,51.68305767019589,256.0,2,scale,32.4,9.26733946800232,0,25.6,-5.193905767019589
397,21:48:26,40.0,9.600000000000001,26.7,53.35,51.99515690892538,256.0,3,idle,48.0,9.470755338668823,0,25.6,-5.2251156908925385
291,21:48:35,28.0,9.700000000000001,29.4,54.7,53.69690042171226,1024.0,1,migrate,33.6,9.242391586303711,0,102.4,-5.472090042171226
365,21:48:45,42.0,9.700000000000001,33.3,56.65,54.76001626989584,1024.0,3,idle,50.4,9.576070308685303,0,102.4,-5.578401626989585
276,21:48:54,15.0,9.700000000000001,25.0,52.5,53.79441041273335,1024.0,2,scale,18.0,9.542726516723633,0,102.4,-5.481841041273335
283,21:49:04,44.0,9.700000000000001,12.5,46.25,51.58242266414935,4096.0,0,allocate,52.8,9.79008173942566,0,0.0,-5.158242266414935
76,21:49:14,59.0,9.8,31.2,55.6,52.53275050505559,4096.0,0,allocate,70.8,8.89079213142395,0,0.0,-5.253275050505559
300,21:49:23,17.0,9.8,13.3,46.65,51.35096032323558,4096.0,0,allocate,20.4,8.830366373062134,0,0.0,-5.135096032323559
154,21:49:32,56.0,9.8,25.0,52.5,51.10061460687078,512.0,3,idle,67.2,9.02320384979248,0,51.2,-5.1612614606870775
339,21:49:41,52.0,9.9,18.8,49.4,49.6483933483973,512.0,3,idle,62.4,8.481580018997192,0,51.2,-5.01603933483973
328,21:49:50,49.0,9.9,37.5,58.75,51.77297174297428,4096.0,3,idle,58.8,8.470235824584961,0,409.6,-5.5868971742974285
247,21:49:58,48.0,10.0,33.3,56.65,54.864701915503545,256.0,2,scale,57.599999999999994,8.988696098327637,0,25.6,-5.512070191550355
