job_id,start_time,duration_sec,arrival_time_scaled,cpu_percent,estimated_temp_raw,estimated_temp_smoothed,memory_requested_MB,action_id,action_name,deadline_sec,elapsed_sec,sla_violation,migration_cost,reward
178,15:33:14,44.0,0.0,0.0,40.0,40.0,2048.0,3,idle,52.8,8.236559391021729,0,204.8,-4.2048
88,15:33:22,9.0,0.0,0.0,40.0,40.0,512.0,1,migrate,10.799999999999999,8.14114260673523,0,51.2,-4.0512
347,15:33:30,58.0,0.0,0.0,40.0,40.0,256.0,0,allocate,69.6,8.140471696853638,0,0.0,-4.0
80,15:33:39,51.0,0.0,0.0,40.0,40.0,256.0,3,idle,61.199999999999996,8.154670000076294,0,25.6,-4.0256
4,15:33:47,28.0,0.1,0.0,40.0,40.0,512.0,3,idle,33.6,8.106370210647583,0,51.2,-4.0512
464,15:33:55,33.0,0.1,0.0,40.0,40.0,2048.0,0,allocate,39.6,8.612099170684814,0,0.0,-4.0
48,15:34:04,5.0,0.1,0.0,40.0,40.0,2048.0,0,allocate,6.0,8.190212726593018,1,0.0,-6.0
479,15:34:12,28.0,0.2,0.0,40.0,40.0,512.0,3,idle,33.6,8.29011082649231,0,51.2,-4.0512
265,15:34:20,49.0,0.2,0.0,40.0,40.0,512.0,3,idle,58.8,8.074406862258911,0,51.2,-4.0512
272,15:34:29,10.0,0.2,0.0,40.0,40.0,256.0,1,migrate,12.0,8.1250479221344,0,25.6,-4.0256
401,15:34:37,26.0,0.2,0.0,40.0,40.0,2048.0,2,scale,31.2,7.9603962898254395,0,204.8,-4.2048
493,15:34:45,43.0,0.30000000000000004,0.0,40.0,40.0,1024.0,0,allocate,51.6,8.08475136756897,0,0.0,-4.0
478,15:34:53,49.0,0.30000000000000004,0.0,40.0,40.0,2048.0,3,idle,58.8,8.122623920440674,0,204.8,-4.2048
173,15:35:01,27.0,0.4,6.2,43.1,40.620000000000005,512.0,1,migrate,32.4,8.45431637763977,0,51.2,-4.1132
149,15:35:10,22.0,0.4,0.0,40.0,43.732800000000005,4096.0,2,scale,26.4,8.406426429748535,0,409.6,-4.7828800000000005
407,15:35:18,24.0,0.4,0.0,40.0,42.388992,2048.0,2,scale,28.799999999999997,8.320506572723389,0,204.8,-4.4436992
222,15:35:27,37.0,0.6000000000000001,0.0,40.0,41.52895488000001,1024.0,0,allocate,44.4,7.976578712463379,0,0.0,-4.152895488000001
58,15:35:35,31.0,0.7000000000000001,0.0,40.0,40.97853112320001,4096.0,2,scale,37.199999999999996,8.10650110244751,0,409.6,-4.507453112320001
357,15:35:43,33.0,0.7000000000000001,0.0,40.0,40.62625991884801,4096.0,0,allocate,39.6,8.132317066192627,0,0.0,-4.062625991884801
444,15:35:51,26.0,0.7000000000000001,0.0,40.0,40.40080634806272,256.0,1,migrate,31.2,8.086405277252197,0,25.6,-4.065680634806272
74,15:36:00,57.0,0.7000000000000001,0.0,40.0,40.25651606276014,2048.0,3,idle,68.39999999999999,8.365504503250122,0,204.8,-4.230451606276014
19,15:36:08,28.0,0.8,16.7,48.35,41.8341702801665,1024.0,1,migrate,33.6,8.71873688697815,0,102.4,-4.28581702801665
278,15:36:17,19.0,0.8,0.0,40.0,43.66986897930656,4096.0,0,allocate,22.8,8.164528131484985,0,0.0,-4.366986897930656
371,15:36:25,7.0,0.8,0.0,40.0,42.348716146756196,512.0,3,idle,8.4,8.063344240188599,0,51.2,-4.2860716146756195
175,15:36:33,15.0,0.8,0.0,40.0,41.50317833392397,1024.0,3,idle,18.0,8.19762134552002,0,102.4,-4.252717833392397
471,15:36:42,25.0,0.9,31.2,55.6,44.082034133711346,1024.0,2,scale,30.0,8.025152444839478,0,102.4,-4.510603413371135
189,15:36:50,9.0,0.9,0.0,40.0,45.692501845575265,256.0,2,scale,10.799999999999999,8.066020727157593,0,25.6,-4.594850184557527
456,15:36:58,19.0,0.9,0.0,40.0,43.64320118116817,512.0,2,scale,22.8,8.15110993385315,0,51.2,-4.4155201181168175
194,15:37:06,14.0,1.0,0.0,40.0,42.33164875594763,512.0,1,migrate,16.8,8.010114908218384,0,51.2,-4.284364875594763
251,15:37:14,19.0,1.1,0.0,40.0,41.49225520380649,256.0,3,idle,22.8,8.930225372314453,0,25.6,-4.174825520380649
91,15:37:23,7.0,1.1,0.0,40.0,40.955043330436155,512.0,1,migrate,8.4,8.06150197982788,0,51.2,-4.1467043330436155
405,15:37:32,21.0,1.1,0.0,40.0,40.61122773147914,2048.0,0,allocate,25.2,8.027339220046997,0,0.0,-4.061122773147914
261,15:37:40,17.0,1.2000000000000002,0.0,40.0,40.39118574814665,1024.0,3,idle,20.4,7.997690439224243,0,102.4,-4.141518574814665
229,15:37:48,13.0,1.3,0.0,40.0,40.250358878813856,4096.0,1,migrate,15.6,8.303321599960327,0,409.6,-4.434635887881386
326,15:37:56,15.0,1.3,0.0,40.0,40.16022968244087,2048.0,3,idle,18.0,8.027085781097412,0,204.8,-4.220822968244087
386,15:38:04,14.0,1.4000000000000001,0.0,40.0,40.10254699676216,256.0,3,idle,16.8,7.995971441268921,0,25.6,-4.035854699676216
99,15:38:12,53.0,1.6,0.0,40.0,40.065630077927786,256.0,0,allocate,63.599999999999994,8.107201337814331,0,0.0,-4.006563007792779
233,15:38:21,41.0,1.6,0.0,40.0,40.04200324987379,512.0,0,allocate,49.199999999999996,8.925414085388184,0,0.0,-4.004200324987379
205,15:38:30,47.0,1.6,0.0,40.0,40.026882079919226,1024.0,2,scale,56.4,7.980638027191162,0,102.4,-4.105088207991923
9,15:38:38,8.0,1.7000000000000002,0.0,40.0,40.0172045311483,512.0,3,idle,9.6,8.045460939407349,0,51.2,-4.05292045311483
157,15:38:46,42.0,1.7000000000000002,0.0,40.0,40.01101089993492,256.0,2,scale,50.4,8.102173805236816,0,25.6,-4.026701089993492
112,15:38:54,43.0,1.8,0.0,40.0,40.00704697595835,4096.0,0,allocate,51.6,8.147090435028076,0,0.0,-4.000704697595835
467,15:39:02,27.0,1.8,0.0,40.0,40.00451006461335,2048.0,0,allocate,32.4,8.070491552352905,0,0.0,-4.0004510064613354
273,15:39:11,53.0,1.9000000000000001,0.0,40.0,40.00288644135255,512.0,1,migrate,63.599999999999994,8.107985973358154,0,51.2,-4.051488644135255
